name,pricing/rate/amount,address,location/lat,location/lng,url
Family village.,1000,"San Juan, Puerto Rico",18.35928,-66.03847,https://www.airbnb.com/rooms/53850103
Casa Tsabar: Modern Home with Ocean Views and Pool,529,"Puntas, Rincón, Puerto Rico",18.36181,-67.24505,https://www.airbnb.com/rooms/40003128
W Luxury Beach House /Infinity Pool & Beach Access,759,"Río Grande, Puerto Rico",18.40701,-65.772,https://www.airbnb.com/rooms/43384257
Spanish Mansion with Mountain views,882,"Canovanas, Canóvanas, Puerto Rico",18.35563,-65.90207,https://www.airbnb.com/rooms/11450481
Beachfront Paradise with infinity pool,649,"Medianía Alta, Loíza, Puerto Rico",18.43045,-65.83481,https://www.airbnb.com/rooms/39379587
��STUNNING 2 CASAS DE PLAYA PARA ESTADIA & EVENTOS,799,"Guayama, Puerto Rico",17.9352,-66.19712,https://www.airbnb.com/rooms/53889537
San Juan House Near Beach w/ Private Pool & Deck!,787,"Carolina, Puerto Rico, United States",18.442,-66.026,https://www.airbnb.com/rooms/20759456
Newly remodeled townhouse  w private pool (SC40),904,"Palmas del Mar, Humacao, Puerto Rico",18.071,-65.799,https://www.airbnb.com/rooms/51464487
"Come visit ""Casa Bella"" and enjoy the Best Sights!",998,"San Juan, Puerto Rico",18.45176,-66.0515,https://www.airbnb.com/rooms/30638438
Casa D'Palma-steps to Sandy Beach!,1277,"Puntas, Rincón, Puerto Rico",18.367,-67.258,https://www.airbnb.com/rooms/50593074
"Spectacular 2-5 Bdr Villa in Cluster I, Rio Mar",875,"Río Grande, Puerto Rico",18.38825,-65.75895,https://www.airbnb.com/rooms/15053624
San Juan Beach House,896,"San Juan, Puerto Rico",18.453,-66.061,https://www.airbnb.com/rooms/22532963
"LOCATION!! Best in Old San Juan, on main street",1250,"San Juan, Puerto Rico, United States",18.46097,-66.08577,https://www.airbnb.com/rooms/36070510
Villa Raven's Nest with Cooling Tradewinds & Pool,857,"Culebra, Puerto Rico",18.306,-65.31,https://www.airbnb.com/rooms/3661473
Casa Pirata with pool at Villa Cofresí Hotel-22ppl,860,"Rincon, Rincón, Puerto Rico",18.32917,-67.24946,https://www.airbnb.com/rooms/48041311
Great 6 Suites Totally Private for the Family,998,"Mameyes I, Luquillo, Puerto Rico",18.363,-65.755,https://www.airbnb.com/rooms/45532678
Stunning ocean front beach house with pool,1200,"Salinas, Puerto Rico",17.96,-66.288,https://www.airbnb.com/rooms/37911964
"Aguadilla Sleeps 35 villa, weddings, pool, jacuzzi",1286,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.4474,-67.07877,https://www.airbnb.com/rooms/53314060
4000 sq ft luxury Beach House,1200,"San Juan, Puerto Rico",18.452,-66.046,https://www.airbnb.com/rooms/42465337
"Pool, Walk Out Patio Area w/ Kitchenette, Villa",1112,"Cabezas, Fajardo, Puerto Rico",18.362,-65.63,https://www.airbnb.com/rooms/53735145
Beach Front/2 bedroom inside Wyndham Resort,575,"Río Grande, Puerto Rico",18.38816,-65.75649,https://www.airbnb.com/rooms/17789348
Shalom on the Cliff (Black)  Luxury Suite,451,"Quebradillas, Puerto Rico",18.48601,-66.95326,https://www.airbnb.com/rooms/51670688
Large Ocean Front Home on Sandy Beach With Pool,598,"Medianía Alta, Loíza, Puerto Rico",18.43231,-65.83866,https://www.airbnb.com/rooms/48461434
Casa Fausto: Stunning Sunset Beachfront Villa,895,"Cabo Rojo, Puerto Rico",18.128,-67.183,https://www.airbnb.com/rooms/31591610
Waterfront Luxury Villa with Amazing Pool and Dock,673,"Carolina, Puerto Rico",18.43519,-65.97984,https://www.airbnb.com/rooms/29431309
"Breathtaking Views, Direct Beach Acces",500,"Carolina, Puerto Rico",18.44226,-66.02131,https://www.airbnb.com/rooms/23406686
Ocean View 3/2+ Balcony + Pool-San Juan/Condado,469,"San Juan, Puerto Rico",18.456,-66.064,https://www.airbnb.com/rooms/17317045
Beachfront Luxury @ Wyndham Rio Mar Resort,628,"Río Grande, Puerto Rico",18.39021,-65.7564,https://www.airbnb.com/rooms/40350037
Las Brisas | Oceanfront Luxury 3 Bedrooms Villa,909,"Río Grande, Puerto Rico",18.4087,-65.81587,https://www.airbnb.com/rooms/45527018
Tres Sirenas Boutique Hotel Ocean View Penthouse,404,"Rincon, Rincón, Puerto Rico",18.33,-67.252,https://www.airbnb.com/rooms/47596916
Luxurious 6250 Las Verandas St. Regis Bahia Beach,695,"Río Grande, Puerto Rico",18.41336,-65.82008,https://www.airbnb.com/rooms/39882984
2 Bedrooms 2 Bathrooms Luxury Ocean Front Villa,728,"Río Grande, Puerto Rico",18.38801,-65.75426,https://www.airbnb.com/rooms/26469726
Melones Reserve Villa w/ Stunning Ocean View,705,"Playa Sardinas I, Culebra, Puerto Rico",18.30634,-65.31101,https://www.airbnb.com/rooms/52488693
Pristine Villa 1102 at St. Regis Bahia Beach,695,"Rio Grande, Puerto Rico",18.41298,-65.82047,https://www.airbnb.com/rooms/26384309
“CASA ROARK” is a one-of-a-kind ocean front chalet,450,"Puerto Nuevo, Vega Baja, Puerto Rico",18.491,-66.398,https://www.airbnb.com/rooms/43690574
Villa Morivivi / Beach Front,451,"Río Grande, Puerto Rico",18.41347,-65.77481,https://www.airbnb.com/rooms/32981416
Beautifully Villa | Gardenfront Luxury 3 Bedrooms,759,"Río Grande, Puerto Rico",18.40992,-65.82092,https://www.airbnb.com/rooms/16005112
Shalom on the Cliff (White) Luxury Suite,454,"Quebradillas, Puerto Rico",18.48693,-66.95491,https://www.airbnb.com/rooms/51047470
Aqua Green | Breathtaking views with a private sal,551,"Río Grande, Puerto Rico",18.384,-65.77,https://www.airbnb.com/rooms/46546517
Amazing Direct Sandy Beach Access Luxury Villa,569,"Río Grande, Puerto Rico",18.4321,-65.84046,https://www.airbnb.com/rooms/53625303
Luxury Villa Mariposa Private Beach Waterfront,814,"Guanica , Puerto Rico",17.949,-66.87776,https://www.airbnb.com/rooms/30745073
"PRX Club - Island Retreat w/ Pool, Ocean & Mtns",1500,"Patillas, Puerto Rico",17.98167,-65.94446,https://www.airbnb.com/rooms/35711977
Mi Rincón Favorito Beach House,425,"Aguada, Puerto Rico",18.38172,-67.2193,https://www.airbnb.com/rooms/52610696
"Private Pool Full Villa near Ocean Park Beach, SJ",581,"San Juan, Puerto Rico",18.45104,-66.04501,https://www.airbnb.com/rooms/38091913
"Beachfront Luxury 2BR Villa@Villa Celeste, Rio Mar",575,"Mameyes II, Río Grande, Puerto Rico",18.38517,-65.75776,https://www.airbnb.com/rooms/26917530
Luxury Oceanside Villa | Minutes from Rainforest,499,"Río Grande, Puerto Rico",18.38818,-65.75626,https://www.airbnb.com/rooms/13164246
Villa Mango - St Regis Bahia Beach,767,"Herreras, Puerto Rico",18.40676,-65.81757,https://www.airbnb.com/rooms/42830016
Rose Nest at the Beach,550,"Arecibo, Puerto Rico",18.492,-66.634,https://www.airbnb.com/rooms/23287209
Casa Marbella-Custom 5 Bed/4.5 Bath w/Private Pool,474,"Rincon, Rincón, Puerto Rico",18.346,-67.256,https://www.airbnb.com/rooms/16755813
Exclusive Oceanfront Villa with Large Pool,483,"Río Grande, Puerto Rico",18.41192,-65.7695,https://www.airbnb.com/rooms/45579521
Beach Front Villa Inside Wyndham Rio Mar Resort,432,"Río Grande, Puerto Rico",18.388,-65.756,https://www.airbnb.com/rooms/17778940
��Isabela Retreat Over looking Golf Course & Ocean,826,"Isabela, Puerto Rico",18.501,-67.024,https://www.airbnb.com/rooms/40326221
Secluded Coffee Farm House w/Chimney & Heated Pool,498,"Adjuntas, Puerto Rico",18.16339,-66.6838,https://www.airbnb.com/rooms/38991135
Pristine 4 bedroom condo steps to the beach/golf,531,"Río Grande, Puerto Rico",18.41642,-65.79399,https://www.airbnb.com/rooms/54006592
3BR Breathtaking Mountain View Retreat w Pool,453,"Vega Baja, Puerto Rico",18.43139,-66.37109,https://www.airbnb.com/rooms/46686941
"PERFECTION! 3BR CONDO GREAT LOCATION, ISLA VERDE",400,"Isla Verde , Carolina, Puerto Rico",18.443,-66.022,https://www.airbnb.com/rooms/14834237
»»VillaTrópico««Pvte.Pool 3mn Walk to Beach | 4BD,424,"Carolina, Puerto Rico",18.44874,-66.03846,https://www.airbnb.com/rooms/52430245
"Villa Granada @Dorado Beach Resort, pool nearby",716,"Dorado, Puerto Rico",18.47351,-66.29613,https://www.airbnb.com/rooms/38648071
5 bedroom Exclusive Beach Villa- WOW!,590,"Humacao, Puerto Rico",18.15069,-65.76816,https://www.airbnb.com/rooms/39943495
Aqua Haven - Pool & Elevator *Newly Renovated*,658,"Rio Grande, PR, Puerto Rico",18.39209,-65.76725,https://www.airbnb.com/rooms/48589842
Beautiful Getaway Home | Private Pool | 4BD,470,"Fajardo, Puerto Rico",18.34918,-65.69585,https://www.airbnb.com/rooms/35009461
Fabulous Ocean Views /Private Infinity Pool /4 BR,475,"Luquillo, Puerto Rico",18.34384,-65.69823,https://www.airbnb.com/rooms/51905897
Beautiful Rooftop Getaway | Jacuzzi by Rainforest,470,"Luquillo, Puerto Rico",18.34512,-65.69681,https://www.airbnb.com/rooms/26080758
Costa Escondida,763,"San Juan, Puerto Rico",18.45075,-66.04553,https://www.airbnb.com/rooms/52113555
Stunning Spanish Hacienda,770,"Guaynabo, Puerto Rico",18.33799,-66.10777,https://www.airbnb.com/rooms/47903678
RAINFOREST AND LUQUILLO BEACH 16,775,"Luquillo, Puerto Rico",18.35934,-65.71376,https://www.airbnb.com/rooms/11262210
Villa Loma Sol,650,"Río Grande, Puerto Rico",18.33794,-65.82799,https://www.airbnb.com/rooms/12022735
Casa Ocean PR,525,"San Juan, Puerto Rico",18.45158,-66.05385,https://www.airbnb.com/rooms/18270319
"Casa La Tortuga, 6BR Ocean-View Villa w Pool",595,"Rincon, Rincón, Puerto Rico",18.36414,-67.25053,https://www.airbnb.com/rooms/16132271
Casa Serena w/ Heated Pool + Mt View + River,476,"Las Marias, Puerto Rico",18.24475,-66.92065,https://www.airbnb.com/rooms/47964499
"2 bedroom, 2 bathroom, Condado Beach apt +Parking",468,"San Juan, Puerto Rico",18.45453,-66.06771,https://www.airbnb.com/rooms/49361286
"Luxury Home: Rooftop Garden, Heart of Old Sj",627,"San Juan, Puerto Rico",18.46725,-66.11643,https://www.airbnb.com/rooms/52900862
"Casa Canal, Rincon's Ultimate Casa",546,"Rincón, Puerto Rico",18.332,-67.253,https://www.airbnb.com/rooms/8805714
Luxurious And Beautiful Ocean Park Beach House,725,"San Juan, Puerto Rico",18.45,-66.047,https://www.airbnb.com/rooms/23358550
Barefoot Chic Townhome in Oceanfront Resort,429,"Río Grande, Rincón, Puerto Rico",18.37143,-67.24879,https://www.airbnb.com/rooms/45783851
"Casa Doce:Private Pool, Steps to Black Eagle Beach",463,"Rincon, Rincón, Puerto Rico",18.346,-67.259,https://www.airbnb.com/rooms/46853378
Caribbean Beach Villa,500,"Cabo Rojo, Puerto Rico",18.11649,-67.1829,https://www.airbnb.com/rooms/35151149
Vista Bonita W/ Infinity Pool /Billar/ 10 people,444,"Morovis, Puerto Rico",18.30888,-66.42347,https://www.airbnb.com/rooms/50989980
Casa Kahuna-Modern/Luxury with OCEAN VIEWS/POOL,600,"Rincon, Rincón, Puerto Rico",18.36,-67.25,https://www.airbnb.com/rooms/20355088
Villa Rincon at Edenwood,514,"Aguada, Rincón, Puerto Rico",18.36881,-67.25254,https://www.airbnb.com/rooms/29877180
Beachfront Villa at Crash Boat Beach+PrivateParkng,435,"Borinquen, Aguadilla, Puerto Rico",18.45638,-67.16093,https://www.airbnb.com/rooms/48063979
Exquisite Golf Villa at Bahia Beach,695,"Río Grande, Puerto Rico",18.40471,-65.81541,https://www.airbnb.com/rooms/53609367
Casa Marullo Ocean View Villa,507,"Rincon, Rincón, Puerto Rico",18.364,-67.26,https://www.airbnb.com/rooms/22704507
Beautiful oceanfront home amazing panoramic view,700,"Fajardo, Puerto Rico",18.3435,-65.63177,https://www.airbnb.com/rooms/46049825
☆ Villa Blanca ☆ 3 Minute Walk to Beach | 4BD,536,"San Juan, Puerto Rico",18.451,-66.047,https://www.airbnb.com/rooms/20945410
Rare Condado Home★4BR/3Bath★Pool★BBQ★Generator,483,"San Juan, Puerto Rico",18.453,-66.065,https://www.airbnb.com/rooms/41334819
#LuquilloPoolHouse 🇵🇷 4bd w. Private Pool,575,"Pitahaya, Luquillo, Puerto Rico",18.364,-65.712,https://www.airbnb.com/rooms/38853816
"Peaceful, Private and Spacious Beach House w/ Pool",425,"Dorado, Puerto Rico",18.46734,-66.27826,https://www.airbnb.com/rooms/52387681
Stunning View _ Ocean Front Property,421,"Río Grande, Puerto Rico",18.38715,-65.7539,https://www.airbnb.com/rooms/25549532
"Oceanfront Villa: Privacy, Beach, Pool, A+Views",701,"Vieques, Puerto Rico",18.158,-65.436,https://www.airbnb.com/rooms/36198319
Designer Home-Esperanza-Salt Pool- close to Beach,465,"Esperanza, Vieques, Puerto Rico",18.10067,-65.4791,https://www.airbnb.com/rooms/51572387
Live Your Best Life In An Actual Palace,495,"San Juan, Puerto Rico",18.46732,-66.11495,https://www.airbnb.com/rooms/30008587
Delightful! open plan ocean view,400,"San Juan, Puerto Rico",18.45304,-66.05907,https://www.airbnb.com/rooms/42772985
Ocean Breeze Villa at Dorado Reef,625,"Dorado, Puerto Rico",18.47259,-66.31211,https://www.airbnb.com/rooms/47718165
"Casita Village 3 bedroom, Las Casitas Conquistador",398,"Fajardo, Puerto Rico",18.356,-65.629,https://www.airbnb.com/rooms/51668624
Paradise Haven,397,"Carolina, Ciudad Centro, Puerto Rico",18.36732,-65.95129,https://www.airbnb.com/rooms/45765440
Oceanfront  Zen Villa in Paradise,600,"Rincón, Puerto Rico",18.373,-67.247,https://www.airbnb.com/rooms/53057493
Art Deco Mansion by the Old San Juan Gate,420,"San Juan, Puerto Rico",18.46401,-66.11955,https://www.airbnb.com/rooms/18359715
Catalina del Mar Coastal Villa,550,"Islote, Arecibo, Puerto Rico",18.49309,-66.61782,https://www.airbnb.com/rooms/52552719
Villa Ilusion at Mar Chiquita,525,"Tierras Nuevas Saliente, Manatí, Puerto Rico",18.46915,-66.48,https://www.airbnb.com/rooms/12081648
Hacienda Campo Verde| Caguas,452,"Caguas, Puerto Rico",18.209,-66.102,https://www.airbnb.com/rooms/3684190
Luxury Beachfront -Villa Perla,575,"Mameyes II, Río Grande, Puerto Rico",18.39005,-65.75996,https://www.airbnb.com/rooms/898386246549390200
Breathtaking View | Private Getaway Mansion | 5 ☆,625,"Fajardo, Luquillo, Puerto Rico",18.34501,-65.69636,https://www.airbnb.com/rooms/22653363
CARRIBEAN 181 -MODERN   FRONT BEACH HOUSE,520,"Guayama, Puerto Rico",17.93648,-66.18261,https://www.airbnb.com/rooms/31386650
Relax Oceanfront @ Marbella West,402,"Carolina, Puerto Rico",18.44247,-66.02537,https://www.airbnb.com/rooms/49422127
⭐️Casa De Las Palmas 🌴🌴,400,"Guaynabo, Puerto Rico",18.39535,-66.11848,https://www.airbnb.com/rooms/53114829
★Beachfront★ Beaches are open! Walk to Food/Bars.,495,"Rincón, Puerto Rico",18.326,-67.25,https://www.airbnb.com/rooms/33013617
Stunning and Fabulous! Villa Palma,444,"Dorado, Puerto Rico",18.47141,-66.27395,https://www.airbnb.com/rooms/29941104
Casalta: A Unique Villa Experience in Puerto Rico,399,"Bayamón, Puerto Rico",18.333,-66.163,https://www.airbnb.com/rooms/36943599
Villa La Joya a New 3 bedroom oceanview farmhouse,496,"Rincon, Rincón, Puerto Rico",18.35266,-67.25528,https://www.airbnb.com/rooms/47939909
"Modern 4BR Townhouse, walk to Dorado Beach Resort",603,"Dorado, Puerto Rico",18.47157,-66.31357,https://www.airbnb.com/rooms/53105245
5 Bedroom with Private Pool NEXT TO BEACH,502,"San Juan, Puerto Rico",18.45006,-66.04783,https://www.airbnb.com/rooms/25252893
"5Star Caribbean Villa, luxurious and comfortable.",750,"Río Grande, Puerto Rico",18.41135,-65.82638,https://www.airbnb.com/rooms/37048134
Breathtaking 3 Bedroom Condo at Solarea Beach Reso,398,"Humacao, Puerto Rico",18.0897,-65.79707,https://www.airbnb.com/rooms/41994473
Brand New! Modern Beach House in Dorado,450,"Dorado, Puerto Rico",18.4675,-66.27506,https://www.airbnb.com/rooms/52488895
LuxuryVilla-PrivatePool-Jacuzzi-RoofTop-Terrace,530,"Carolina, Puerto Rico",18.43029,-66.00517,https://www.airbnb.com/rooms/50617746
Bella Villa,409,"San Juan, Puerto Rico",18.4525,-66.05729,https://www.airbnb.com/rooms/19453546
Casa Bomberos/ Paradise in Puntas w Saltwater Pool,600,"Rincon, Rincón, Puerto Rico",18.35944,-67.26043,https://www.airbnb.com/rooms/51892592
Casa Vela ~ Modern house with Pool at Steps beach,693,"Ensenada, Rincón, Puerto Rico",18.34441,-67.25529,https://www.airbnb.com/rooms/48192770
Casa Goyita - Beach House @ Lala's  - Walk 2 Town,493,"Rincón, Puerto Rico",18.33799,-67.25266,https://www.airbnb.com/rooms/52553173
"Walk to Dorado Beach! Large 5BR House, Pool & A/C",570,"Dorado, Puerto Rico",18.473,-66.277,https://www.airbnb.com/rooms/41223899
"Stunning Villa Doncella private pool, 5 bdrms!",549,"San Juan, Puerto Rico",18.45256,-66.03835,https://www.airbnb.com/rooms/13412526
Ocean Views/Breezes Steps to the Beach. Generator,406,"San Juan, Puerto Rico",18.454,-66.055,https://www.airbnb.com/rooms/49080005
Beach-in / Beach-out. With beach view!,429,"Luquillo, Puerto Rico",18.38339,-65.7212,https://www.airbnb.com/rooms/53384679
Luxury 4 Bedroom PH at Solarea Beach Resort,547,"Humacao, Puerto Rico",18.0889,-65.79608,https://www.airbnb.com/rooms/41994678
Eclectic Casa de Campo,724,"Río Grande, Puerto Rico",18.35969,-65.82062,https://www.airbnb.com/rooms/50198349
Beachfront Villa at CrashBoat Beach+PrivateParkng,435,"Borinquen, Aguadilla, Puerto Rico",18.45886,-67.1619,https://www.airbnb.com/rooms/47727773
#HiddenParadise 🐠💦 4bd w. Private Pool,576,"Río Grande, Puerto Rico",18.40167,-65.7995,https://www.airbnb.com/rooms/43299075
Surfers Paradise Jobos,500,"Isabela, Puerto Rico",18.513,-67.076,https://www.airbnb.com/rooms/48104000
Casa High Five: Modern w/ pool & ocean views,400,"Puntas, Rincón, Puerto Rico",18.361,-67.249,https://www.airbnb.com/rooms/39581281
Casa Oceano II - 3BD with private pool,525,"Fajardo, Puerto Rico",18.36543,-65.62644,https://www.airbnb.com/rooms/54290764
Bucketlist Private Beach Villa Walk Beach-2ndFloor,429,"San Juan, Puerto Rico",18.45247,-66.04068,https://www.airbnb.com/rooms/50938458
Casa Tortuga - Luxury by the Beach & Close to All!,421,"San Juan, Puerto Rico",18.453,-66.055,https://www.airbnb.com/rooms/40372941
Serendipity- Villa @ Dorado Beach w/generator,500,"Dorado, Puerto Rico",18.47197,-66.27257,https://www.airbnb.com/rooms/19782287
Villa Alma - Oceanfront - 10 guests,498,"Stella, Rincón, Puerto Rico",18.322,-67.247,https://www.airbnb.com/rooms/16599001
Blue Nest at the Beach,550,"Arecibo, Puerto Rico",18.492,-66.634,https://www.airbnb.com/rooms/23285857
Rocky Apartments VI- Private POOL,501,"San Juan, Puerto Rico",18.42384,-65.98623,https://www.airbnb.com/rooms/53190944
Sea Star Villa | Striking Ocean Views And Direct B,540,"Rio Grande, Río Grande, Puerto Rico",18.391,-65.759,https://www.airbnb.com/rooms/18085333
Ocean View Hacienda Casa Nakhla - Heated Pool,578,"Camuy, Puerto Rico",18.477,-66.881,https://www.airbnb.com/rooms/51510922
☆ Villa Coco ☆ 5 Minute Walk to Beach | 4BD,490,"San Juan, Puerto Rico",18.45,-66.044,https://www.airbnb.com/rooms/43899304
Amazing pool house with boat dock,680,"Carolina, Puerto Rico",18.435,-65.98,https://www.airbnb.com/rooms/28831376
Culebra Sunrise  - Villa del Alba,1071,"Culebra, Puerto Rico",18.31502,-65.29721,https://www.airbnb.com/rooms/41831632
Beachfront House w/Swimming Pool-5 min to Rincon,603,"Aguada, Puerto Rico",18.378,-67.226,https://www.airbnb.com/rooms/45832054
"Casa Marena, La Parguera",600,"Lajas, Puerto Rico",17.97942,-67.056,https://www.airbnb.com/rooms/16346727
Punta Flamenco – Luxury Beach Villa,699,"Flamenco, Culebra, Puerto Rico",18.33,-65.313,https://www.airbnb.com/rooms/34358569
"Oceanfront home, stunning pool, breathtaking views",650,"Guayama, Puerto Rico",17.94026,-66.17365,https://www.airbnb.com/rooms/54323748
Chalet del Campo,275,"Anones, Las Marías, Puerto Rico",18.26108,-67.048,https://www.airbnb.com/rooms/47900657
"1 bed near beach, food, nightlife on Loiza St (D)",48,"San Juan, Puerto Rico",18.45121,-66.06037,https://www.airbnb.com/rooms/52900568
Renald's Place,353,"Luquillo, Puerto Rico",18.36396,-65.71379,https://www.airbnb.com/rooms/53782460
